age;gender;humanmade;concern;efficacy;income;edu3;openanswer;
5;1;1;0,5;0;900000;3;Naturkatastrofer;
7;2;1;0,75;0,6666667;178500;2;Naturkatastrofer;
2;2;0;0,5;0,3333333;360000;3;naturkatastrofer;
5;2;1;0,5;0;450000;3;naturkatastrofer;
3;2;1;0,5;0,3333333;362000;2;Naturkatastrofer;
1;2;1;0,5;0,6666667;60000;2;Naturkatastrofer;
5;2;0;0,5;0,3333333;250000;3;naturkatastrofe;
4;2;1;0,75;0,3333333;460000;3;Naturkatastrofe;
4;2;1;0,75;0,3333333;350000;2;naturkatastrofe;
6;1;1;1;0,6666667;350000;2;Naturkatastofe;
2;1;0;0,25;0,3333333;550000;2;naturens gang det mennesker utgjør har liten betydning i det store bilde men er en faktor som kansje i verstefall kan fremskynde klimaendringer men de kommer uansett som det beviselig har gjort i mange hundretusen år før menneske reiste seg på 2 bein;
5;1;0;0,25;0;390000;2;Naturens gang;
1;2;0;0,25;0;0;2;Naturen sin gang vi mennesker bare skynder prosessen med vårt utslipp av avgasser men det har vært istid på hele kloden før og det vil skje igjen!;
5;2;0;0,25;0,3333333;260000;0;Naturen ordner opp sjølv;
6;1;0;0,5;0,3333333;300000;2;Naturen har aldri vært stabil;
1;1;0;0;0;70000;2;Naturen gjør sin gang vi kan gjøre noe men menneskeheten kan neppe styre naturen;
5;1;0;0,25;0,3333333;500000;2;naturen er i forandring hele tiden;
2;2;1;1;0,6666667;255000;2;natur katastrofer;
3;2;1;0,75;0,6666667;0;2;natur katastrofer;
4;2;1;0,75;0;400000;2;Natur katastrofene som skjer over verden;
3;1;1;0,75;0,3333333;0;3;natur;
1;1;0;0,5;0,6666667;140000;2;nasjonalt tiltak;
5;1;1;0,5;0;1000000;3;Månelandingsfjasko;
4;1;1;0,75;0,6666667;980000;3;Må løse dette problemet teknisk ikke av politikere;
5;1;1;1;0,6666667;430000;2;Mykje meir ekstremvær forurensing av luft og vatn og nedsmelting av polane;
3;1;0;0,5;0,3333333;353000;2;mye vind regn milde vintre;
2;1;1;0,75;0,3333333;150000;3;mye vatn;
4;2;1;0,75;0,3333333;640000;3;mye vann;
5;1;0;0,25;0;250000;3;mye uvitenhet;
5;2;1;0,75;0,6666667;260000;1;Mye utfordrende vær (vind-regn);
2;2;1;0,25;0,3333333;160000;2;Mye styr over dette klima Norge har kun olje som siker inntekt så det trenger vi videre ellers går norge konkurs!;
5;2;0;0,75;0,3333333;1000000;3;Mye snakk men lite synlig handling;
4;1;1;0,75;0,6666667;550000;2;Mye regn Varmere sommere Mer ekstrem vær;
2;1;0;0,5;0,3333333;550000;2;Mye regn og vind varmere vintervær;
4;1;0;0,5;0,3333333;0;2;Mye regn og vind;
5;1;1;0,5;0,3333333;1200000;3;Mye regn og vind;
4;2;0;0,5;0,3333333;270000;1;Mye regn og vind;
5;2;1;0,5;0,3333333;384000;2;mye regn og høyere temperatur på jorden;
6;2;1;0,75;0,6666667;300000;2;Mye regn og ekstremvær Sykdommer i forbindelse med utslipp Fiskedød;
3;1;1;0,5;0,3333333;480000;2;Mye rart vær!!;
3;1;1;0,75;0,3333333;450000;2;Mye prat og lite handling Kapitalismen som styrer dette Billigere å kjøpe nytt enn å reparere brukt Må ta mere vare på det man har Flinkere til gjenbruk;
4;2;1;0,75;0,3333333;200000;2;Mye prat men ikke fullt så mye handling av myndigheter;
3;1;1;0,25;0,6666667;800000;3;mye prat lite handling Blir en smule bekymret når en ser og hører hva som skjer i andre deler av verden Vi alle kan bidra til et grønnere samfun og bærekraftig liv alle munner små bidrar;
6;2;0;0,5;0;407000;2;mye nedbør varmere vintre ekstremvær;
6;1;1;0,75;0,3333333;300000;3;Mye nedbør sterke vinder og noe temperaturstigning;
5;2;1;1;0,6666667;350000;3;mye nedbør og ras;
6;2;1;0,75;0,3333333;145000;2;Mye nedbør i form av regn sterk vind milde vintre oversvømmelser ras;
6;2;0;0,5;0,3333333;386000;2;Mye mer vind mer nedbør som utløser ras;
5;1;1;0,75;0,3333333;200000;1;Mye forurensning pga stor bilpark Bør få en langt bedre infrastruktur og bruke mye mer penger på jernbane Bygge parkeringsplasser i utkanten av de store byene med rimelig døgnavgift Med bedre offentlig/kommunal kommunikasjon (T-bane trikk og buss) så kunne vi fått mindre bilbruk i byene og derav mindre utslipp;
5;2;0;0,5;0,6666667;350000;2;Mye ekstremvær;
2;2;1;1;0,3333333;130000;2;mye Co2 utslipp;
3;2;1;0,75;0,3333333;410000;3;Mye arbeid;
1;1;1;0,25;0,6666667;0;2;muligheter;
5;1;0;0;0,3333333;170000;3;Mulig og kanskje sannsynlig Men noe Norge bør engasjere seg lite i internasjonalt;
6;1;0;0,5;0;600000;3;Mulig;
3;2;0;0,25;0,3333333;0;2;mulig;
6;1;1;0,75;0,3333333;300000;2;Motstridende meninger;
5;1;1;0,5;0,3333333;650000;2;Moteord og Rasmus Hansson som skremmer!;
5;1;0;0,5;0,3333333;750000;2;Motefenomen;
5;2;1;0,5;0,6666667;200000;2;Misstilitt til systemet i verdensomspennende målestokk Hva vi gjør hjelper ikke om ikke de samme avtaler gjøres i eksempelvis Kina og klarer man det tenker nå jeg Men et sted må man jo begynne;
3;1;1;0,75;0,6666667;320000;2;Misbruk penger;
1;2;1;0,5;0,6666667;50000;2;Mindre snø på Nord-Polen fordi gjennomsnittstemperaturen stiger;
4;1;0;0,25;0,3333333;400000;2;Mindre snø og is;
4;2;1;0,5;0;490000;3;mindre snø (det er trist) flere ras flere stormer og mer regn Varmere sommere men det er ikke ønskelig!;
4;1;1;0,5;0,6666667;540000;2;Mindre i Norge mer i resten av verden;
2;2;1;0,75;0,3333333;430000;3;Mindre gassutslipp og bedre luft;
5;2;1;0,75;0,3333333;500000;3;Mindre CO2 utslipp;
5;2;1;0,75;0,6666667;140000;3;Mindre bilbruk;
4;2;1;1;0,3333333;1500000;3;Min første tanke er oppgitthet hvordan skal vi få snudd holdningene til miljøet i tide ? Mye av roblemet ligger i vårt enorme unødvendige forbruk I tillegg kommer det stadig nye produkter på markede som f eks engangskluter for det ene og det andre som forsøpler og er lite nedbrytningsbare Men jeg tror svaret ligger i utdanning Trenden ser ut til at utdannede mennesker er mere bevisste i sin livsstil;
2;1;1;0,75;0,3333333;140000;2;miljøutslipp smelting av polisen vannet stiger;
2;2;1;0,75;0,3333333;800000;3;Miljøtrussel;
1;2;0;0,5;0,3333333;0;2;miljøpolitikk;
4;1;1;0,5;0,3333333;420000;2;Miljøkatastrofe;
3;1;0;0,5;1;450000;3;miljøendringer;
5;2;1;0,75;1;0;3;Miljø og sikkerhet;
1;2;1;0,75;0,6666667;398000;3;miljø - co2 utslipp;
2;1;1;0,5;1;500000;3;Miljö;
2;1;0;0,5;0;450000;3;Miljø;
5;1;1;0,75;0,3333333;350000;2;miljø;
4;2;0;0,5;0,6666667;520000;3;Miljø;
4;2;1;0,5;0,3333333;520000;2;mildere vintre våtere somre;
3;1;1;0,5;0,3333333;1000000;3;mildere vintre mer turbulente værforhold;
2;2;1;0,75;0,3333333;408000;3;mildere vinterer;
5;1;1;0,5;0,3333333;600000;3;Mildere vintere og mer ekstremvær med flom og vind;
4;2;1;0,25;0,6666667;540000;3;"Mildere og ""mere"" vær";
5;1;1;1;0,6666667;450000;3;mest skapt av mennesker store katastrofer is som smelter orkaner mennesker på flukt hungersnød Vi kan snu utviklinga;
3;2;1;1;0,3333333;400000;3;Merr nedbør og ekstremvær;
4;1;0;0,5;0,3333333;240000;1;mere uver;
6;1;0;0,5;0,3333333;790000;2;Mere ustabilt vær;
5;1;0;0,5;0,6666667;1300000;3;Mere skatt og mindre aktivitet Store fag/forskermøter som bidrar med klimagasser så det holder !;
6;2;0;0,5;0,3333333;200000;2;Mere regn og mildere om vinteren;
6;1;1;0,75;0;550000;3;Mere nedbør;
6;1;0;0;0,3333333;400000;3;Mere konsentrert og sterkere uvær solstormene påvirker oss;
4;2;1;1;0,6666667;200000;3;Mere fare for ekstremvær;
5;2;1;0,75;0,6666667;367000;3;mere ekstremvær som fører til flere å større ødeleggelser høyere temperaturer som fører til b l a issmelting-og økologiske forandringer på kloden vår;
5;2;1;0,75;0,3333333;600000;3;Mere ekstremvær flom og ras;
6;1;1;0,5;0,3333333;0;0;mere ekstremvær !;
6;2;1;0,5;0,3333333;200000;1;mere ekstremvær;
5;1;0;0,25;0,3333333;600000;2;Mer vær sterkere vind mer regn;
4;2;0;0,5;0,6666667;260000;2;Mer vær av alle slag;
2;1;1;0,75;0,3333333;750000;2;Mer vær;
3;2;1;0,75;0,6666667;200000;3;mer vær;
7;2;0;0,5;0,3333333;300000;3;mer vær;
4;1;1;1;0,3333333;600000;3;Mer voldsomt vær Mindre snø Mer nedbør;
4;1;1;0,75;0,3333333;500000;2;Mer voldsomt uvær spredt over hele kloden;
3;2;0;0,5;0,3333333;140000;3;Mer vind og nedbør;
5;1;1;0,5;0,6666667;300000;2;Mer vind og nedbør;
1;2;1;0,75;0,6666667;363000;3;Mer vind og mer regn;
5;1;0;0,5;0,3333333;500000;3;Mer vind;
5;2;1;0,75;0,3333333;492000;2;Mer uvær større forskjellig i værtype flere værrekorder;
3;2;1;0,75;0,3333333;150000;3;Mer uvær som orkaner o l Økt tsunami Mer likt klima hele året rundt i deler av Norge;
5;1;1;0,75;0,3333333;550000;3;mer uvær og naturkatastrofer;
4;2;1;0,75;0,6666667;288000;3;Mer uvær naturkatastrofer;
4;1;1;1;0,3333333;610000;2;Mer uvær katastrofer fremtidige generasjoner;
4;1;1;0,75;0,6666667;550000;2;Mer uvær;
4;1;1;0,75;0,3333333;586000;3;Mer ustabilt vær og mer ekstremvær;
3;2;1;0,5;0,3333333;401000;2;Mer ustabilt vær med sterkere stormer orkaner mindre sol mer snø;
5;1;1;0,5;0,6666667;400000;2;mer ustabilt vær flom ras tørke;
2;2;1;0,5;0,3333333;500000;3;Mer ustabilt og dårlig vær;
5;2;1;0,5;0,6666667;400000;2;Mer urolig vær;
5;1;1;0,75;0,6666667;800000;2;Mer regn stormer og dårlig vær øket vannstand ekstrem tørke ekstrem kulde isbreer som smelter;
6;2;1;0,75;0,3333333;140000;1;mer regn ras oversvømmelser h;
6;1;1;0,75;0,3333333;800000;1;Mer regn Mindre snø;
2;1;1;0,5;0,3333333;430000;3;Mer regn dårlig sommer mer skiftende vær;
4;2;1;0,5;0,3333333;400000;2;Mer regn;
4;1;1;0,5;0,3333333;1200000;2;mer regn;
2;2;1;0,75;0;350000;3;Mer nedbør stormer og ras;
4;1;1;0,5;0,3333333;0;3;Mer nedbør stormer og etter hvert havstigning Mer tørke andre steder;
3;2;1;1;0,3333333;340000;3;Mer nedbør Oversvømmelse ubeboelige områder flom tap av inntektsgrunnlag og livsgrunnlag Ubehagelig klima;
5;2;1;0,5;0,6666667;450000;1;Mer nedbør og vind i vår-sommerhalvåret;
6;2;1;0,75;0,3333333;400000;3;Mer nedbør og sterkere vind også i Norge Store katastrofer rundt i verden;
5;1;1;0,75;0,3333333;600000;3;Mer nedbør og høyere vannstand hos oss Tørke og vannmangel andre steder;
4;2;1;0,75;0,6666667;330000;3;mer naturkatastrofer;
1;2;1;0,75;0,3333333;0;2;Mer katastrofer;
4;2;0;0,25;0,3333333;370000;2;mer fuktig vær mer vind;
6;1;0;0,75;0,3333333;700000;3;Mer extremvær;
6;2;1;0,5;0,3333333;450000;3;Mer ekstremvær som igjen forårsaker store naturkatastrofer Ødeleggelse av livsgrunnlag for folk i fattige deler av verden;
4;2;1;0,5;0,3333333;850000;3;mer ekstremvær og ødeleggelser som vil føre til økt fattigdom;
6;2;1;0,75;0,3333333;240000;1;Mer ekstremvær og temperaturendringer;
1;2;1;1;0,3333333;260000;3;Mer ekstremvær Endringer i økosystemer Lite som blir gjort;
3;1;1;0,5;0,3333333;650000;3;Mer ekstremvær at polisen smelter og havet stiger;
5;1;1;0,75;0,3333333;248136;2;Mer ekstremvær;
2;1;0;0,5;0,3333333;480000;3;Mer ekstremvær;
6;2;1;1;0,3333333;360000;3;mer ekstremvær;
3;1;1;0,75;0,3333333;450000;3;mer ekstremuvær;
5;2;1;0,75;0,3333333;375000;3;Mer ekstremt vær Varmere eller kaldere flom uvær osv;
2;2;1;0,75;0,3333333;400000;3;Mer ekstremt vær;
4;1;0;0,25;0;336000;1;Mer dårlig vær!;
5;2;1;1;0,6666667;630000;3;Mer dårlig vær som nedbør storm osv samt nedsmelting av polområdene;
3;2;0;0,25;0,3333333;80000;0;mer dårlig vær;
3;1;0;0,5;0,3333333;700000;3;Mer dritt vær!;
2;1;0;0,25;0;552000;2;Mer avgift og atter mer avgift;
3;2;1;0,75;0,3333333;750000;3;"mer ""unormalt"" være konsekvenser for plante og dyreliv";
5;1;1;1;0,3333333;560000;3;mennesskeskapt forurensing;
4;1;1;0,75;0,3333333;900000;3;Menneskeskapte negative endringer i klima;
1;2;1;1;0,3333333;25000;1;Menneskeskapte klimaendringer og tiltak for å endre denne trenden Tenker også på mer ekstremt vær og havtemperaturer som stiger;
5;1;1;0,75;0,3333333;1500000;3;Menneskeskapte forhold med negative konsekvenser for klimaet;
5;2;1;1;0,6666667;340000;3;menneskeskapte forandringer;
3;1;1;0,75;0,6666667;900000;3;menneskeskapte endringer somfølge av høyt forbruk;
4;1;1;0,75;0,3333333;700000;3;Menneskeskapte endringer i klimaet som fører til mer ekstremvær etc;
4;2;1;0,75;0,6666667;530000;3;Menneskeskapte eller ikke;
3;2;1;1;0,6666667;450000;3;Menneskeskapte;
5;1;1;0,75;0,6666667;1200000;3;Menneskeskapt risiko;
3;2;1;0,75;0,6666667;530000;3;Menneskeskapt Resultat av teknologisk utvikling og overflodssamfunnet Bruk og kast-mentalitet;
6;1;1;0,75;0,3333333;380000;3;Menneskeskapt problematikk som er vanskelig å gjøre noe med da det fortsatt er forskere og politikere som hevder noe annet;
6;1;1;0,5;0,3333333;475000;3;Menneskeskapt Naturkatastrofer;
4;2;1;0,75;0,3333333;600000;3;Menneskeskapt Mulig å gjøre noe med men da må det tas grep nå;
4;1;1;0,75;0,6666667;750000;3;Menneskeskapt mulig å endre haster;
4;2;1;1;0,6666667;440000;2;Menneskeskapt forurensning;
2;1;1;0,75;0,3333333;435000;3;Menneskeskapt Forskningsbevist Negativ spiral Vanskelig å motarbeide;
1;2;1;1;0,3333333;0;1;Menneskeskapt Fornybar energi Mindre forbruk;
5;2;1;1;0,6666667;589700;3;menneskeskapt - alvorlig - vi som forbrukere må gjøre noe - politikere må gjøre noe - forskere må fortsette forskning;
4;2;1;1;0,3333333;430000;3;Menneskeskapt;
2;1;1;0,75;0,6666667;510000;3;Menneskeskapt;
3;2;1;0,75;0,6666667;560000;3;Menneskeskapt;
2;2;1;0,25;0,6666667;265000;3;menneskeskapt;
5;2;1;1;0,3333333;160000;2;menneskeskapt;
3;1;1;0,75;0,3333333;400000;3;Menneskeskapt;
3;2;1;1;0,3333333;245000;2;Menneskeskapt;
6;1;1;0,75;0,3333333;300000;3;Menneskeskapt;
2;2;1;0,5;0,6666667;500000;3;Menneskeskapt;
3;2;1;0,5;0,3333333;350000;2;Menneskeskapt;
2;2;1;0,5;0,3333333;50000;3;menneskeskapt;
1;2;1;0,75;0;0;2;mennesker som utnytter jorden for egen gevinst må reduseres snarest!;
3;1;1;0,75;0,3333333;550000;3;Menneskenes hang til å bare tenke på seg selv her og nå og ikke lenger inn i fremtiden;
3;2;1;0,75;0,6666667;50000;3;Menneskene som lever på jorden må tenke over hvordan de handlingene de gjør påvirker klimaet Vi i vesten forbruker for mye;
6;1;1;0,75;0;302959;2;Menneskene livsførsel på jorden;
3;2;1;0,75;0,3333333;400000;3;Menneskene er i ferd med å ødelegger verden på grunn av høyt forbruk Levestandarden i vesten må ned ikke opp!;
5;1;1;0,75;0,6666667;850000;3;Menneskeheten har vært for opptatt av raske kortsiktige økonomiske gevinster;
2;1;0;0,5;0,3333333;800000;2;Melkeku;
6;2;1;0,75;1;340000;1;Meir storm og uver på Vestlandet der eg bor;
1;1;0;0,25;0,3333333;0;3;Medieskapt undergang;
2;1;0;0,25;0,3333333;600000;2;Medieskapt problem I lands manglende bistand til U land;
2;1;0;0,25;0,3333333;395100;3;Medieskapt hysteri;
3;1;1;0,5;0,6666667;600000;3;medieskapt;
4;2;0;0,25;0,3333333;240000;1;Mediaskapt;
6;2;0;0,5;0,3333333;1000000;3;medias overdrevne utsagn om stigning av havnivå og temperaturer - bevisst feilaktige referater i media fra FNs klimapanel om nivået av menneskets påvirkning av det samme - medias ensidige dekning av problemet;
5;2;0;0,5;0,3333333;430000;1;media har lite å skrive om;
2;1;0;0,25;0,3333333;350000;1;media;
3;1;0;0,25;0,6666667;560000;3;Media;
5;1;0;0,75;0,3333333;200000;2;Me må bli flinkare til å ikkje forurensa jorda vår;
4;2;1;1;0,6666667;0;3;Matmangel kommer;
6;2;1;0,75;0,6666667;150000;2;materielle krav;
1;1;0;0,5;0,3333333;450000;2;Masse vas og uenigheter;
5;1;1;0,75;0,3333333;480000;2;Masse regn;
1;2;1;0,25;0,3333333;220000;1;Mas Uinteressant Kjedelig;
4;2;0;0,25;0;420000;0;Mas;
2;2;1;0,5;0,6666667;470000;3;Mas;
6;1;0;0,25;0,3333333;300000;1;mas;
3;1;0;0,25;0,3333333;550000;3;Mas;
3;1;0;0,75;0,3333333;500000;2;Mas;
6;1;0;0,25;0,3333333;300000;1;Mange forskjellige teorier;
7;2;0;0,25;0,3333333;400000;3;Man blir immun det har skjedd mye siden istiden været har gått i bølger men vi forsøpler uten tvil og jeg ser positivt på reduserte utslipp fullt av biler i Kina er ikke bra Sykkel og elbil er bra;
4;1;0;0;0;0;3;Mafia og økonomisk svindel;
1;1;0;0,25;0,3333333;66205;3;Løgn;
7;2;1;1;0,6666667;350000;3;Luftforurensning smelting av havis økende flom-og stormkatastrofer global oppvarming;
5;1;1;1;0,6666667;45000;3;Luftforurensning fra fra menskeskapt virksomhet som bil båt fly fabrikker oljeutvinning kraftverk og overbefolkning og brenning av skog;
5;2;1;0,5;0,6666667;0;2;Litt skummelt kan det bli fpr varmt i auropa eller i Norge;
4;1;0;0,25;0,3333333;750000;3;Litt overdrevent og mediaskapt;
4;1;0;0,5;0,3333333;750000;2;Litt opphauset;
5;2;0;0,5;0,3333333;325000;2;Litt engstelig;
1;1;1;0,75;0,3333333;150000;2;Liten tro på bedring;
4;2;1;0,5;0,3333333;170000;2;Likere temperatur hele året;
2;2;1;0,25;0;350000;3;Lei! Uansett hvor du enn snur deg så er det noe om klimaendringene Hadde man kunnet nå ut til folket på en litt annen måte gjerne på en interessant måte ville nok jeg kunne reagert anderledes på dette siste spørsmålet;
6;1;1;0,5;0,3333333;600000;3;Lei av å høre dommedagsprofetier knyttet til klimaspørsmål;
3;1;1;0,5;0,6666667;550000;3;Lei av ordet;
4;1;0;0,5;0;185000;1;lei av det;
3;2;1;0;0,3333333;400000;1;Lei av det;
3;1;1;1;0,6666667;300000;3;langsiktige (i verste fall men forhåpentligvis ikke/ antagelig ikke irreversible og selvforsterkende) endringer av klimaet med sterkere vinder og høyere temperaturer som følge av flytting av C fra deponier/reservoarer under bakken og i skog/ vegetasjon til CO/ CO2 i atmosfæren;
3;1;1;0,5;1;500000;2;kullkraftværk;
2;2;1;0,75;0,6666667;540000;3;Kullkraftverk;
5;2;1;0,5;0,3333333;290000;1;Kullkraftverk;
2;2;1;1;0,6666667;420000;3;Kullfabrikker i Kina Overbefolkning Naturkatastrofer (ustabilt vær) Ozonlaget Bærekraftig utvikling Vindmøller;
2;2;1;0,75;0,3333333;417000;3;kulde;
2;2;1;0,75;0,3333333;110000;2;Krympende isbreer;
5;2;1;1;0,3333333;500000;3;kriser tyfoner flom ras;
3;2;1;1;0,6666667;486000;3;krise!;
1;2;1;1;0;400000;3;krise utryddelse av dyrearter miljøkatastrofer;
5;2;1;0,75;0,6666667;350000;3;Krise og trussel;
4;1;1;0,75;0,3333333;200000;2;Krise;
6;2;1;1;0,6666667;600000;3;krise;
6;1;1;0,5;0,3333333;250000;3;Kraftige stormer;
4;1;1;0,5;0,3333333;750000;3;Kostnader;
4;2;1;0,75;0,3333333;500000;3;Konsekvenser for årstider i Norge og en verden mer utsatt for naturkatastrofer som flom ras orkan osv Endringer i dyreliv og planteliv;
2;1;1;0,75;0,3333333;450000;2;Konsekvensene for mennesker og dyreliv i landene som blir hardest berørt;
5;1;1;0,5;0,3333333;505000;3;konsekvens;
2;1;1;0,75;0,3333333;1000000;3;Konflikt og folkevandringer Generelt mye problemer;
2;1;0;0,25;0,3333333;490000;3;Komplisert!;
5;2;0;0,5;0,3333333;200000;1;Komplisert spørsmål - istider har kommet og gått;
3;1;1;0,25;0,3333333;800000;3;Komplisert;
2;2;0;0,5;0,3333333;380000;3;komplisert;
2;1;1;0,75;0,6666667;50000;2;kommer ikke til og påvirke norge direkte noe særlig men folk spesielt i tett befolkede land;
4;2;1;0,5;0,3333333;540000;3;Kommende klimakatastrofer;
3;2;1;0,75;0,6666667;0;3;Kollektivtrafikk;
4;2;1;1;0,3333333;532000;3;Kloden koker;
2;1;0;0,5;0,3333333;420000;2;"Klimatilpasninger ""huleboere"" har gjort det før vigreier dette bra ";
1;1;1;0,5;0,3333333;400000;2;Klimasamtaler;
1;2;1;0,75;0,3333333;37000;1;Klimakatastorofer Dyr dør ut;
5;1;0;0,5;0,3333333;400000;3;Klimagasser;
3;2;1;1;0,3333333;460000;3;klimaflyktninger;
4;2;0;0,5;0,3333333;0;3;Klimaflyktning;
2;1;0;0,25;0;400000;2;klimaet på jorden har alltid variert med tropeskog på svalbard å store istider;
