"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"755"	754	7	1	1	0.75	0.3333333	300000	1	"Melting in the polar areas higher water level "	0	0.162639518794658	0.0482129641346803	0.0419018198196557	0.747245697251006
"756"	755	5	1	1	0.75	0.3333333	400000	0	"Meltdown of the polomland and more wind and precipitation "	0	0.168403900951831	0.0985056379160188	0.0561699033548877	0.676920557777263
"757"	756	4	2	0	0	0.3333333	150000	3	"Meltdown of poles typometer hurricanes cold in the south warm in the north environmentally contaminating emissions in the form of factory smoke and other exhaust gases "	1	0.191630064850775	0.101378072975094	0.0534916738681696	0.653500188305961
"758"	757	4	1	1	0.75	0.3333333	550000	1	"Meltdown of the poles sea rises problems for much of the low-lying world folk hiking "	0	0.133077652224104	0.241793669851177	0.112600051375804	0.512528626548914
"759"	758	4	1	1	0.75	0.6666667	455000	2	"meltdown of the poles "	0	0.196861023805871	0.116068473352509	0.0990507195318846	0.588019783309736
"760"	759	2	1	1	0.75	0.3333333	560000	3	"Meltdown of the polaris "	1	0.197840257308345	0.198161096023612	0.168387549304651	0.435611097363391
"761"	760	4	1	1	0.5	0.6666667	430000	2	"Meltdown of the po l areas "	0	0.240421816985925	0.12367608969167	0.102642325776367	0.533259767546039
"762"	761	6	1	0	0.75	0.6666667	309000	2	"Meltdown of the ice masses around the poles "	0	0.153822193671338	0.0986768865537864	0.0619370850337381	0.685563834741137
"763"	762	3	2	1	0.5	0.3333333	448000	2	"Meltdown of glaciers "	0	0.192800321121172	0.104634964865487	0.0825985443179709	0.61996616969537
"764"	763	5	2	1	1	0.3333333	170000	2	"Meltdown of ice in the polar areas "	0	0.187316813526606	0.0607934773148843	0.0637677326154593	0.688121976543051
"765"	764	6	2	1	1	0.3333333	0	3	"Meltdown of ice in polar coat heating of earth large emissions of greenhouse gases change of living conditions for all life "	1	0.241024955219917	0.133251614684449	0.145541774844831	0.480181655250803
"766"	765	3	1	0	0.25	0.3333333	860000	3	"Precipitation density flood breed "	1	0.181480959977745	0.176546503812715	0.101538960268161	0.540433575941379
"767"	766	6	1	0	0	0	350000	2	"Precipitation temperature "	0	0.331145650172367	0.194754034232231	0.0918494219287591	0.382250893666643
"768"	767	5	2	1	0.5	0.3333333	145000	1	"Down Hogging of Trees in Brazil Malaysia Cile and Div Other Countries "	0	0.184944273187067	0.36781997249884	0.112467568405726	0.334768185908366
"769"	768	3	1	0	0	0	8000000	3	"Natural variations rogue researchers looking for money :-) Not everyone "	1	0.0645856822125591	0.711291211278063	0.177093957581389	0.0470291489279896
"770"	769	4	2	0	0.75	0	170000	2	"Natural variations "	0	0.160062282033762	0.447903988095239	0.248223438562563	0.143810291308435
"771"	770	2	1	0	0	0	512000	3	"Natural variations "	1	0.138979888661986	0.469733421177723	0.269754700149054	0.121531990011236
"772"	771	1	1	0	0.25	0	292500	2	"Natural changes mainly caused by solar activity! Man-made climate change is political propaganda that is only created to find methods to tax the population more and to limit their own oil use so that we have more oil to sell abroad I like that we fight for nature and the environment I think it is most important for health and Fresh nature and tourism but we should reduce greenhouse gases must rather prioritize a much better infrastructure to get transport faster and safer from A to B than focus on fighting this with taxes and fees environmental fees are essentially harmful policies for low-salad and poor common People normal people need their car to drive to and from job environmental taxes are also bad for gender equality because more and more are forced to towns because driving becomes more expensive than being able to have the freedom to stay scattered in the country if they want what this applies too For the infrastructure so my suggestion for climate change is that the most moral and best for the country as it is now and in the future is to build a country cover NDE 4-8 field freeway of the world's highest standard often go so far that we build bridge or tunnel over to Denmark "	0	0.034858910116139	0.82893633311913	0.101720617643295	0.0344841391214362
"773"	772	5	1	0	0.5	0.3333333	800000	3	"Natural variation as a result of cycles that the earth has previously been in some man-made emissions but not much in relation to the nature releases last volcanic eruptions in Iceland released enough for example much more CO2 than all industry in Norway could show in that period The outbreak lasted "	1	0.0324612890377028	0.802017846157492	0.146121947012949	0.0193989177918559
"774"	773	5	1	0	0.5	0.3333333	450000	2	"Natural development "	0	0.152072295712814	0.493861426345136	0.232474751038182	0.121591526903868
"775"	774	5	1	0	0.25	0	420000	2	"Natural cycle as nature controls "	0	0.101166436731988	0.633820881469177	0.192328941151356	0.0726837406474782
"776"	775	3	1	0	0.25	0	450000	3	"Natural cycle "	1	0.0954762469534858	0.635277917038457	0.189803305347742	0.0794425306603154
"777"	776	2	1	0	0	0.3333333	500000	2	"natural cycle "	0	0.0900513913252588	0.661388425985503	0.157688872234223	0.0908713104550157
"778"	777	5	1	1	0.5	0.6666667	1100000	3	"Natural fluctuation or man-made "	1	0.150583730198185	0.438194091137191	0.307249903757336	0.103972274907289
"779"	778	4	1	0	0.25	0	600000	3	"Naturally happens all the time "	1	0.0807704543645058	0.69259289185582	0.166745700029008	0.0598909537506655
"780"	779	2	1	0	0	0.6666667	0	1	"Natural and walking in large cycles "	0	0.181389306434596	0.515660057361772	0.149880522783205	0.153070113420427
"781"	780	6	2	0	0.5	0	300000	3	"naturally has happened in all years variations over the years "	1	0.0977449348645479	0.642464676057947	0.197849821093284	0.0619405679842208
"782"	781	4	1	0	0.5	0.3333333	500000	2	"Natural changes on G A Sun and the planet "	0	0.0728087222723515	0.727084330069461	0.14185502381379	0.0582519238443975
"783"	782	1	1	1	0.5	0.3333333	600000	2	"Natural phenomenon that happens regularly over a longer period but as humans have been involved in accelerating "	0	0.0508373865865322	0.741922912217417	0.156771021616228	0.0504686795798228
"784"	783	3	1	0	0	0	460000	2	"Natural change New ice age in term "	0	0.109903036468924	0.568869667852675	0.17466303132859	0.146564264349812
"785"	784	3	1	0	0.25	0	350000	1	"Natural "	0	0.12700777984032	0.577169350454011	0.156636551742021	0.139186317963648
"786"	785	5	1	0	0.25	0.3333333	450000	1	"Natural "	0	0.160198643627737	0.530206643627694	0.156005015283773	0.153589697460795
"787"	786	2	1	0	0.5	0.3333333	360000	2	"Natural "	0	0.116426051852421	0.557150645004844	0.198308321720941	0.128114981421795
"788"	787	5	1	0	0.5	0.6666667	350000	2	"natural "	0	0.163422268126323	0.494619000764014	0.196574200040642	0.145384531069021
"789"	788	4	1	0	0.25	0	500000	2	"Natural "	0	0.147794960593363	0.532480935601898	0.184945840019349	0.134778263785391
"790"	789	2	2	1	0.75	0.6666667	430000	3	"Natural disasters melting ice extreme weather "	1	0.301070953872379	0.128739068507005	0.213652873121397	0.356537104499218
"791"	790	4	2	1	0.75	0.6666667	740000	3	"Natural disasters and tragedies "	1	0.1982641919792	0.307421275120603	0.329192318145041	0.165122214755156
"792"	791	3	2	1	0.75	0.6666667	480000	3	"Natural disasters Climate refugees Water shortage War Death children and grandchildren "	1	0.141831830075317	0.231129731719465	0.375682520618821	0.251355917586397
"793"	792	4	2	1	0.75	0.3333333	380000	3	"Natural disasters in other parts of the world overuse of resources in our part of the world "	1	0.139665512764782	0.239342358822793	0.53025797286008	0.0907341555523455
"794"	793	3	1	1	0.75	0.3333333	710000	3	"Natural disasters heat waves floods "	1	0.157852809999031	0.272093683811777	0.263236123891824	0.306817382297368
"795"	794	4	2	1	0.75	0.3333333	500000	3	"Natural disasters pollution "	1	0.182035057415847	0.29811974156649	0.381451180511807	0.138394020505857
"796"	795	7	2	1	1	0.3333333	248095	2	"Natural disasters flood much rainfall milder winters snow melting poles melt earthquakes "	0	0.143584635683097	0.0707837886681168	0.0965470275936027	0.689084548055184
"797"	796	1	2	1	0.5	0.3333333	40000	2	"Natural disasters "	0	0.159294242151291	0.373341249387976	0.291201118472289	0.176163389988445
"798"	797	5	2	1	1	0.6666667	400000	1	"Natural disasters "	0	0.200405611676843	0.349069134215997	0.263778583919153	0.186746670188007
"799"	798	5	2	0	0.25	0	300000	3	"natural disasters "	1	0.191524165122773	0.408727406654031	0.257538322540924	0.142210105682272
"800"	799	2	2	1	0.75	0.6666667	550000	3	"Natural disasters "	1	0.169408388639125	0.327342723370896	0.339263268920448	0.163985619069531
"801"	800	6	2	1	0.75	0.6666667	0	1	"Natural disasters "	0	0.223665611076278	0.337381680953282	0.247660983563907	0.191291724406533
"802"	801	3	1	1	0.5	0	900000	3	"Natural disasters "	1	0.167842407282026	0.358663384428707	0.337263232244575	0.136230976044692
"803"	802	5	2	1	1	0.6666667	200000	2	"Natural disasters "	0	0.203434918771113	0.323449455914268	0.299398096236448	0.173717529078172
"804"	803	5	2	1	0.5	0.3333333	0	3	"natural disasters "	1	0.220028519619347	0.305318515351075	0.309560533074308	0.16509243195527
"805"	804	5	1	1	0.75	0.6666667	800000	3	"Natural disasters "	1	0.192914808631864	0.321510684920424	0.343942516626858	0.141631989820853
"806"	805	5	1	1	1	0.3333333	650000	3	"Natural disasters "	1	0.182511839658622	0.328965629504577	0.3556443440203	0.1328781868165
"807"	806	2	1	1	1	0.3333333	320000	1	"Natural disasters "	0	0.139928317791308	0.416610450865003	0.289873770268838	0.153587461074851
"808"	807	3	2	1	0.75	0.3333333	408000	3	"Natural disasters "	1	0.181538769157106	0.325409780943347	0.333104881414425	0.159946568485122
"809"	808	3	2	0	0.75	0.3333333	450000	3	"Natural disasters "	1	0.151581763714292	0.422854661253859	0.289015494778467	0.136548080253382
"810"	809	5	1	1	0.5	0	900000	3	"Natural disasters "	1	0.196704414867871	0.338055246749395	0.327889131381586	0.137351207001147
"811"	810	7	2	1	0.75	0.6666667	178500	2	"Natural disasters "	0	0.243872140140201	0.302204559630897	0.276147942884435	0.177775357344467
"812"	811	2	2	0	0.5	0.3333333	360000	3	"natural disasters "	1	0.145577288233416	0.433773215095594	0.280685246530586	0.139964250140404
"813"	812	5	2	1	0.5	0	450000	3	"natural disasters "	1	0.217854261163244	0.313231008511923	0.308494511683609	0.160420218641224
"814"	813	3	2	1	0.5	0.3333333	362000	2	"Natural disasters "	0	0.186997427238484	0.352183720798317	0.283119237044706	0.177699614918493
"815"	814	1	2	1	0.5	0.6666667	60000	2	"Natural disasters "	0	0.161067731115281	0.364963588828226	0.292680677938783	0.18128800211771
"816"	815	5	2	0	0.5	0.3333333	250000	3	"natural disaster "	1	0.186265592882526	0.400692705875345	0.270527490107156	0.142514211134972
"817"	816	4	2	1	0.75	0.3333333	460000	3	"Natural disaster "	1	0.196226843147363	0.315353736703977	0.328013941318208	0.160405478830453
"818"	817	4	2	1	0.75	0.3333333	350000	2	"natural disaster "	0	0.194153964178754	0.341846767765632	0.290703392237972	0.173295875817642
"819"	818	6	1	1	1	0.6666667	350000	2	"Natural catastrophe "	0	0.21356412200265	0.354068591344454	0.255068927716028	0.177298358936867
"820"	819	2	1	0	0.25	0.3333333	550000	2	"Nature's time The people make up little importance in the big picture but is a factor that can charges in the worst case can accelerate climate change but they come anyway as it is proven to have done in many hundred thousand years before human being stood on 2 legs "	0	0.0149930729322425	0.914000066432644	0.0583944359670891	0.0126124246680243
"821"	820	5	1	0	0.25	0	390000	2	"Nature's time "	0	0.112847368541039	0.637180287103063	0.161008509889463	0.0889638344664353
"822"	821	1	2	0	0.25	0	0	2	"Nature its time we humans just hurry the process with our emissions of exhausts but it has been ice age on the entire globe before and it will happen again! "	0	0.0498941518941689	0.758937558246484	0.103654262534507	0.0875140273248397
"823"	822	5	2	0	0.25	0.3333333	260000	0	"Nature arranges up self "	0	0.174612452952827	0.505121069581883	0.122439512335402	0.197826965129888
"824"	823	6	1	0	0.5	0.3333333	300000	2	"Nature has never been stable "	0	0.176189351656068	0.489587022278132	0.192384072541734	0.141839553524066
"825"	824	1	1	0	0	0	70000	2	"Nature does its time we can do something but humanity can hardly control nature "	0	0.0386488471772104	0.798828198866512	0.127685857337341	0.0348370966189363
"826"	825	5	1	0	0.25	0.3333333	500000	2	"Nature is changing all the time "	0	0.0977164556547238	0.679292606174229	0.148763901573981	0.0742270365970663
"827"	826	2	2	1	1	0.6666667	255000	2	"natural disasters "	0	0.160593387991449	0.354396849526708	0.313092389680257	0.171917372801586
"828"	827	3	2	1	0.75	0.6666667	0	2	"natural disasters "	0	0.181524675887687	0.344131664618723	0.296525354369942	0.177818305123647
"829"	828	4	2	1	0.75	0	400000	2	"The nature of disasters going on over the world "	0	0.178152541757486	0.339087791534912	0.338212917224415	0.144546749483187
"830"	829	3	1	1	0.75	0.3333333	0	3	"nature "	1	0.170548885136436	0.379740705552176	0.293350752442354	0.156359656869034
"831"	830	1	1	0	0.5	0.6666667	140000	2	"National action "	0	0.0387155448279785	0.818352020151857	0.0981811936575378	0.0447512413626267
"833"	832	4	1	1	0.75	0.6666667	980000	3	"Must solve this problem technically not by politicians "	1	0.0516805123422339	0.772802972625399	0.135878497572915	0.0396380174594517
"834"	833	5	1	1	1	0.6666667	430000	2	"Much more extreme weather pollution of air and water and melting polane "	0	0.358635903919222	0.119670737205036	0.141660029277601	0.38003332959814
"835"	834	3	1	0	0.5	0.3333333	353000	2	"much wind rain mild winters "	0	0.128801360857816	0.119730607155624	0.0616265677476168	0.689841464238943
"836"	835	2	1	1	0.75	0.3333333	150000	3	"much water "	1	0.168969801743551	0.253672133079828	0.166646634610506	0.410711430566114
"837"	836	4	2	1	0.75	0.3333333	640000	3	"much water "	1	0.209994389569118	0.173182993651476	0.132264681594448	0.484557935184958
"838"	837	5	1	0	0.25	0	250000	3	"much ignorance "	1	0.0995775012384404	0.685930875747933	0.135129700152568	0.0793619228610586
"839"	838	5	2	1	0.75	0.6666667	260000	1	"Much challenging weather (wind-rain) "	0	0.284042493891559	0.149861773492818	0.0913440408149866	0.474751691800636
"840"	839	2	2	1	0.25	0.3333333	160000	2	"Much control over this climate Norway has only oil as a Siker income so we also need otherwise Norway bankrupt! "	0	0.0305147949802065	0.865951739279627	0.0745609306287001	0.0289725351114668
"841"	840	5	2	0	0.75	0.3333333	1000000	3	"Much talk but little visible action "	1	0.0502766222995971	0.810054309489387	0.100782949405306	0.0388861188057104
"842"	841	4	1	1	0.75	0.6666667	550000	2	"Much rain warmer summers more extreme weather "	0	0.281974677529372	0.0814205478393726	0.0833617171205043	0.553243057510751
"843"	842	2	1	0	0.5	0.3333333	550000	2	"Much rain and wind warmer winter weather "	0	0.175163935470878	0.118739917280624	0.0686285619177234	0.637467585330774
